steps,ingredients,name,id
Mix all together well. Bake for 20-25 minutes at 350 degrees. Allow to cool before cutting into bars. Will keep for weeks stored in airtight container in fridge. Also freezes well.,"old fashioned oats, shredded coconut, raisins, walnuts, bananas, unsweetened applesauce, date sugar",yummy banana oat bars,284056
"In a large skillet, heat oil over medium-high heat. Add onion, garlic-flavored olive oil, soy sauce, sesame oil, chili oil, brown sugar, toasted sesame seeds. Cook, stirring, until just tender, about 3-5 minutes. Add onion, garlic-flavored olive oil, soy sauce, sesame oil, chili oil, brown sugar, to","sugar snap pea, garlic-flavored olive oil, soy sauce, sesame oil, chili oil, brown sugar, toasted sesame seeds",asian sugar snap peas,425261
Place pork chops on top of pork chops. Cook for 4 hours on high. Serve with a green vegtable.,"pork chops, apples, butter, nutmeg, salt and pepper",pork chops and apple slices crock pot,298047
"Place the devil s dew in a small saucepan and cook over medium heat until the devil s dew is cooked through, about 10-15 minutes. Remove from heat and let cool to room temperature","sweet wine, water, maple syrup, butter, cinnamon stick",devil s dew,107921
"Heat the oil in a small vessel. When it is hot add the yogurt, butter, curry powder, cumin, salt, ground cardamom, ground cayenne pepper, sugar, nuts, coarse salt. Serve garnished with coriander and mint.","low-fat plain yogurt, butter, curry powder, cumin, salt, ground cardamom, ground cayenne pepper, sugar, nuts, coarse salt",you must be tandoori nuts,168409
"Dissolve jello gelatin in boiling water. Add marshmallows, milk, lime gelatin, cream cheese, crushed pineapple, whipped cream, mayonnaise. Pour into a 13x9 inch pan. Chill for 4 hours or until firm. Cut into squares. Garnish with remaining cool whip.","marshmallows, milk, lime gelatin, cream cheese, crushed pineapple, whipping cream, mayonnaise",lime party salad,63322
"Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, italian salad dressing, cheddar cheesepreparation:Cook carrot sticks, onion, pasta sauce, garlic, black olives, black beans, it","carrot sticks, onion, pasta sauce, garlic, fresh parsley",italian carrot and onion salad,357006
Place chicken breasts in the bottom of the crock pot. Cover and cook on low setting for 8-10 hours or on high for 5 hours --. Serve on hot buttered pasta of choice.,"boneless skinless chicken breasts, cream of mushroom soup, onion soup mix, milk, mushroom, raw carrot, potatoes",easy yummy slow cooker chicken,140915
"Place egg quarters and sieved yolks in a large bowl, cover with a lid, and set aside.","eggs, mustard, mayonnaise, vinegar, sugar",double eggs,182436
Heat oil in skillet over medium high heat. Saute fish for 3 minutes and then flip fish and saute for 5 minutes of other side or until fish is done.,"ground cumin, onions, fresh lemon juice, olive oil, fish, lemon wedge",grilled fish with cumin lemon rub,39375
"In a large mixing bowl, combine butter, lemon rind, lemon juice, lemon zest, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel, lemon juice, lemon peel","butter, lemon rind, lemon juice, salt, sugar, egg",lemon hard sauce,296063
"Preheat oven to 350 degrees. Mix flour, sugar, agave nectar, grapeseed oil, banana, cocoa powder, baking soda, salt, vanilla extract, white vinegar, vegetable oil, cold waterpreparation:Preheat oven to 350 degrees. Mix flour, sugar, agave nectar, grapeseed oil, banana, cocoa powder, baking soda, salt, vanilla","eggs, sea salt, agave nectar, grapeseed oil, banana, cocoa powder",flourless chocolate banana cake,368323
"Heat olive oil in a large skillet over medium heat. Add garlic and sauté until fragrant, about 5 minutes. Add lamb chops and sauté until fragrant, about 5 minutes. Add lamb chops and sauté","garlic cloves, fresh rosemary, olive oil, fresh ground pepper, lamb rib chops, salt, lemon slice",grilled lamb ribs agnello a scottadito,303239
Heat oven to 350 degrees. Bake at 350 degrees for 15 minutes. Serve immediately.,"english muffins, canned crabmeat, water chestnuts, diced pimento, mayonnaise, parmesan cheese, lemon, juice of, creole seasoning, swiss cheese, paprika",hot crabmeat sandwiches,241612
"Combine the water, cardamom pods, fresh ginger, orange strips, cloves, low-fat milk, tea leaves, dark brown sugar. Let simmer for 10 minutes to infuse flavours. Strain into a heated teapot and serve immediately. Garnish with the orange slices.","water, cardamom pods, fresh ginger, orange strips, cloves, low-fat milk, tea leaves, dark brown sugar",ginger spiced tea,15292
"In a small pot, heat brown sugar, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter,","brown sugar, butter, ground cinnamon, ground nutmeg, ground cardamom, water, orange brandy, orange slice",hot buttered orange brandy,108567
Preheat oven to 375 degrees. Mix all dry ingredients in large bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 375 for 20 to 25 minutes.,"all-purpose flour, bacon, baking powder, salt, egg, milk, vegetable oil, maple syrup",maple bacon muffins,175843
Cover with foil and cook for 10-15 minutes. Serve with bacon.,"corn on the cob, butter, salt and pepper, bacon",barbecue corn with bacon,94291
"Heat oven to 350f. Cook corn, butter, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime, mayonnaise, queso fresco, mayonnaise, red chili powder, salt, key lime,","corn, butter, queso fresco, mayonnaise, red chili powder, salt, key lime",trolelotes mexican cooked corn snack,63540
"Heat oven to 350°F. Add onion, butter, bread cubes, brown sugar, tomatoes, salt and pepper. Cook for about 5 minutes.","onion, butter, bread cubes, brown sugar, tomatoes, salt, pepper",dayton steakhouse style stewed tomatoes,425794
Preheat oven to 350. Drop by spoonfuls onto parchment lined or lightly greased baking sheet. Bake for 15-20 minutes until lightly golden.,"agave nectar, applesauce, vanilla extract, whole wheat flour, baking soda, ground cloves, cinnamon, bananas, rolled oats, dark chocolate chips",not so guilty chocolate chip oatmeal banana cookies,339348
Heat oven to 350 degrees. Place 1/2 cup of butter in a large mixing bowl and whisk until melted. Set aside.,"lavash bread, sweet corn relish, low fat cottage cheese, tuna in water, mixed vegetables, snow pea sprouts",cottage cheese tuna corn relish wraps aust ww 5pts,244783
Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. Bake at 350 degrees F.,"sugar, water, whole cloves, whole allspice, cinnamon sticks, fresh cranberries, orange",mom s cranberries,401513
"Heat a tablespoon each of chicken-flavored ramen noodles, broccoli, bok choy, green onions, sunflower seeds, red wine vinegar, olive oil, white sugar, soy sauce, blanched slivered almond. Pour the dressing over the mixture and mix thoroughly but gently. Allow at least 1 hour of refrigeration before serving.","chicken-flavored ramen noodles, broccoli, bok choy, green onions, sunflower seeds, red wine vinegar, olive oil, white sugar, soy sauce, blanched slivered almond",baby that s good broccoli bok choy salad,35661
Put all but garnish berries in blender. Mix until smooth. Pour immediately into 4 glasses. Garnish with strawberries. Serve at once.,"watermelon, sugar, lime juice, light rum, mint leaf",frozen watermelon daiquiris,65761
"Boil turkey cutlets, sharp cheddar cheese, white wine, dry vegetable soup mix, garlic powder, pepper, tabasco sauce, half-and-halfbake at 375 for 12-15 minutes or until golden. Let cool slightly. Sprinkle with powdered sugar and serve warm.","turkey cutlets, sharp cheddar cheese, white wine, dry vegetable soup mix, garlic powder, pepper, tabasco sauce, half-and-half",turkey and cheese roll ups with white wine cream sauce,118062
"Mix together the feta cheese, lemon juice and zest and pepper in small bowl. Drizzle over vegetables. Top with feta. Serve.","cherry tomatoes, onion, cucumber, black olives, olive oil, salt and pepper, chili pepper, feta cheese",greek inspired salad,417103
